"","p_val","auc","avg_log2FC","pct.1","pct.2","p_val_adj"
"WDR12",2.29561949631565e-05,0.672952586206897,1.07729241143728,0.594,0.247,0.27127335587962
"AKR7A2",2.30177383546922e-05,0.696205762250454,0.62008941374792,0.781,0.372,0.272000614137398
"ZBED4",2.3048895341441e-05,0.653470961887477,0.323885318391571,0.5,0.176,0.272368796249808
"RPLP0",2.3077584518896e-05,0.721529038112523,0.549308184710905,1,0.789,0.272707816259794
"RPS6KL1",2.32358985679534e-05,0.596302177858439,1.02380322348031,0.25,0.056,0.274578613377505
"USP28",2.34320758874581e-05,0.566611842105263,3.39895548347139,0.156,0.024,0.276896840762092
"KIF3A",2.36142723031159e-05,0.680779264972777,0.970118329045853,0.625,0.285,0.279049855805921
"C5H14orf166",2.38538217523417e-05,0.713929219600726,0.46621427050515,0.969,0.563,0.281880611647422
"ANKFN1L",2.38910250300617e-05,0.67057055353902,0.70903431934486,0.594,0.238,0.282320242780239
"TMEM131",2.40674149158177e-05,0.662630444646098,0.808751223688255,0.531,0.209,0.284404642060218
"CEP120",2.41905796914297e-05,0.638186252268603,1.43875878715955,0.406,0.136,0.285860080213625
"RARB",2.4284033733591e-05,0.309437386569873,-10.8188112261672,0,0.381,0.286964426629845
"RC3H1",2.45775003295545e-05,0.677234573502722,0.472755879138765,0.625,0.269,0.290432321394346
"CPSF4",2.46464522925929e-05,0.603618421052632,-0.694356988700127,0.281,0.067,0.29124712674157
"GTSF1L",2.47645844993667e-05,0.676071914700545,0.871202825795859,0.594,0.265,0.292643095029017
"MGME1",2.48524032530212e-05,0.627382032667877,0.584172460102772,0.375,0.111,0.293680849240952
"TMEM120B",2.48593660893787e-05,0.615953947368421,1.6326332397958,0.312,0.089,0.293763129078188
"TEAD3",2.48784516375635e-05,0.586150181488203,0.664070949948598,0.219,0.044,0.293988663001088
"SAR1B",2.5321330910207e-05,0.685855263157895,0.624861277708292,0.719,0.312,0.299222167365916
"PUF60",2.54367280089049e-05,0.698956442831216,0.597916657649594,0.844,0.399,0.300585814881229
"ACTG1",2.54373903524202e-05,0.718182849364791,0.722413949371616,0.969,0.682,0.30059364179455
"FAM171B",2.55704473033576e-05,0.660220054446461,0.275255937980988,0.531,0.201,0.302165975783777
"IBA57",2.55760834456489e-05,0.644084618874773,1.39623184540722,0.438,0.152,0.302232578077233
"RANGAP1",2.56926599022098e-05,0.627155172413793,0.400101070573225,0.375,0.111,0.303610162064413
"MAGI1",2.57893177085364e-05,0.637051950998185,0.642904386975307,0.406,0.134,0.304752367361774
