"","p_val","auc","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"MCUB",3.99518365817063e-15,0.291024408994811,-3.46007025513965,0.036,0.455,4.72110852886023e-11,"0","MCUB"
"ERC2",4.17302950081865e-15,0.292292907937728,-2.92764915577532,0.036,0.446,4.9312689611174e-11,"0","ERC2"
"SLC9A7",4.90762026102199e-15,0.275763982317894,-2.71159296960427,0.155,0.584,5.79933486244969e-11,"0","SLC9A7"
"OAZ1",4.90777019139151e-15,0.26058043436479,-1.01594988032956,0.8,0.964,5.79951203516735e-11,"0","OAZ1"
"PFKFB3",5.32760085842849e-15,0.681933499903902,1.51417130524801,0.545,0.182,6.29562593440494e-11,"0","PFKFB3"
"COX6C",5.5195525143984e-15,0.261147414952912,-1.4888270384396,0.755,0.924,6.52245520626459e-11,"0","COX6C"
"PLS1",5.6560184564958e-15,0.287766673073227,-3.17645940393714,0.064,0.484,6.68371701004109e-11,"0","PLS1"
"UBC",5.82635935629718e-15,0.261205073995772,-0.977858952963613,0.982,1,6.88500885133637e-11,"0","UBC"
"ORMDL1",7.51071186217134e-15,0.277791658658466,-2.16297673217977,0.155,0.577,8.87540820752787e-11,"0","ORMDL1"
"HIPK1",8.14077471210247e-15,0.711935421871997,1.93451634508339,0.709,0.342,9.61995347729148e-11,"0","HIPK1"
"INPP5B",8.1563042976902e-15,0.702258312512012,2.00894028937654,0.609,0.29,9.63830478858051e-11,"0","INPP5B"
"MORN5",8.5175331182456e-15,0.297885835095137,-5.49557618237239,0.027,0.425,1.00651688858308e-10,"0","MORN5"
"CASZ1",8.91240409462194e-15,0.286978666154142,-3.17049398456248,0.082,0.501,1.05317879186148e-10,"0","CASZ1"
"CLTA",1.0285561410261e-14,0.269248510474726,-2.13550568895819,0.336,0.704,1.21544479185055e-10,"0","CLTA"
"MAP4",1.06217843715371e-14,0.274264847203536,-2.4506609897891,0.227,0.63,1.25517625918454e-10,"0","MAP4"
"ELMOD1",1.06986097661339e-14,0.276455890832212,-2.41494966663805,0.191,0.605,1.26425471606404e-10,"0","ELMOD1"
"MARCH6",1.08732548911405e-14,0.709494522390928,2.11675997002213,0.664,0.34,1.28489253048608e-10,"0","MARCH6"
"TTC7A",1.11474356162076e-14,0.291841245435326,-4.20297042128965,0.064,0.469,1.31729246676726e-10,"0","TTC7A"
"BAIAP2L2",1.13483131398056e-14,0.299442629252354,-5.97985371262681,0.027,0.421,1.34103016373082e-10,"0","BAIAP2L2"
"DENND3",1.209534482109e-14,0.645550643859312,3.36488580225893,0.373,0.095,1.42930689750821e-10,"0","DENND3"
"SELENOP2",1.21961006946638e-14,0.725350759177398,1.0675924936623,0.864,0.484,1.44121321908843e-10,"0","SELENOP2"
"ATP6V1G1",1.22808024655691e-14,0.265702479338843,-1.43979485611382,0.518,0.818,1.4512224273563e-10,"0","ATP6V1G1"
"RPL22L1",1.27657827674997e-14,0.274572362098789,-2.15234244273965,0.227,0.636,1.50853254963544e-10,"0","RPL22L1"
"TCFL5",1.4511806147556e-14,0.584143763213531,2.68341460428404,0.182,0.013,1.71486013245669e-10,"0","TCFL5"
"VIM",1.49495715314691e-14,0.302219873150106,-6.0950525538185,0.018,0.41,1.76659086787371e-10,"0","VIM"
"KCNAB2",1.49991914145716e-14,0.292110320968672,-3.21844807299959,0.064,0.476,1.77245444945992e-10,"0","KCNAB2"
"RGS11",1.65195001066934e-14,0.580809148568134,3.61783679797927,0.173,0.011,1.95210932760796e-10,"0","RGS11"
"A2M",1.701220206419e-14,0.645435325773592,2.3901931390408,0.382,0.095,2.01033191792533e-10,"0","A2M"
"OTOG",1.78946700978941e-14,0.288977512973285,-4.10034821231604,0.1,0.501,2.11461316546815e-10,"0","OTOG"
"UQCRC1",1.88004644822755e-14,0.276398231789352,-1.94400248535683,0.236,0.628,2.22165088787049e-10,"0","UQCRC1"
"SLC9B2",1.93103889284654e-14,0.626138766096483,3.61823621818034,0.309,0.061,2.28190865967676e-10,"0","SLC9B2"
"BAG3",1.97794082203175e-14,0.282836824908707,-2.74640536502893,0.145,0.56,2.33733266939491e-10,"0","BAG3"
"AFAP1",2.04956135914683e-14,0.28967903132808,-3.47375066119825,0.1,0.499,2.42196665810381e-10,"0","AFAP1"
"GOT2",2.23183424065934e-14,0.26915241206996,-1.29780330390807,0.418,0.784,2.63735852218715e-10,"0","GOT2"
"PCSK2",2.34290151376424e-14,0.298375936959446,-4.73646384652752,0.045,0.442,2.7686067188152e-10,"0","PCSK2"
"SLC25A22",2.54462412002849e-14,0.28612339035172,-2.35013613639562,0.118,0.539,3.00698232263766e-10,"0","SLC25A22"
"TNS1",2.7729674104017e-14,0.649644435902364,2.71996438513976,0.4,0.108,3.27681558887168e-10,"0","TNS1"
"SOD1",3.05418597963074e-14,0.269190851431866,-1.53031838019815,0.527,0.82,3.60913157212964e-10,"0","SOD1"
"OAT",3.08585540380928e-14,0.2881895060542,-1.83603863897638,0.109,0.526,3.64655533068143e-10,"0","OAT"
"DNAJB13",3.38943402785109e-14,0.302498558523928,-5.19510823486252,0.036,0.423,4.00529419071163e-10,"0","DNAJB13"
"BSG",3.43754762814533e-14,0.731837401499135,0.94494099328997,0.964,0.945,4.06215003217933e-10,"0","BSG"
"CYCS",3.47249177133499e-14,0.272044974053431,-1.61379385947495,0.391,0.746,4.10344352618655e-10,"0","CYCS"
"NDUFV1",3.55845379585051e-14,0.276724966365558,-1.62302127474255,0.245,0.664,4.20502485055655e-10,"0","NDUFV1"
"MPZL2",3.61422425773406e-14,0.693907361137805,1.22073211776458,0.645,0.258,4.27092880536434e-10,"0","MPZL2"
"MAP1LC3B",3.71367263698484e-14,0.270036517393811,-1.13205744591488,0.473,0.829,4.38844695512498e-10,"0","MAP1LC3B"
"EYA1",4.35926405705207e-14,0.727167019027484,1.70923932979446,0.791,0.658,5.15134233621843e-10,"0","EYA1"
"BRSK2",5.04491109689474e-14,0.288429752066116,-2.84047977574162,0.145,0.535,5.96157144320051e-10,"0","BRSK2"
"HSPA2",5.07705237361794e-14,0.279310013453777,-2.65517507994914,0.236,0.643,5.99955278990432e-10,"0","HSPA2"
"MRPS6",5.19357799227443e-14,0.272871420334422,-1.22988263959068,0.382,0.776,6.13725111347069e-10,"0","MRPS6"
"CITED4",5.38559952089432e-14,0.282481260811071,-3.13111929051606,0.227,0.596,6.36416295384082e-10,"0","CITED4"
"ERBB4",5.47197745417321e-14,0.637574476263694,1.99062341776334,0.364,0.085,6.46623575759649e-10,"0","ERBB4"
"NME1",5.75216033944175e-14,0.289669421487603,-2.891834071129,0.127,0.531,6.79732787311831e-10,"0","NME1"
"TIMM17A",5.88094249895755e-14,0.271631750912935,-1.44284380891088,0.536,0.829,6.94950975101813e-10,"0","TIMM17A"
"DAW1",6.4438758637569e-14,0.308341341533731,-4.641722082974,0.018,0.402,7.61472810820153e-10,"0","DAW1"
"CTSC",6.49398787238754e-14,0.277195848548914,-2.08838961940877,0.291,0.693,7.67394546880035e-10,"0","CTSC"
"TIMP2",6.66457144639664e-14,0.28615221987315,-2.17225137635929,0.164,0.571,7.87552407820691e-10,"0","TIMP2"
"PCSK5",7.03112092945172e-14,0.290985969632904,-2.08042409345235,0.118,0.526,8.3086756023331e-10,"0","PCSK5"
"ATP5F1",7.44115831195396e-14,0.274091870074957,-1.40337720916983,0.409,0.778,8.793216777236e-10,"0","ATP5F1"
"ST13",7.96871584597457e-14,0.290486257928118,-2.43069482318898,0.127,0.535,9.41663151518815e-10,"0","ST13"
"TALDO1",8.07092673028375e-14,0.285316163751682,-2.37247885118079,0.191,0.586,9.5374141171763e-10,"0","TALDO1"
"NECAB3",8.18307991781014e-14,0.30883144339804,-7.81520386729009,0.027,0.402,9.66994553887624e-10,"0","NECAB3"
"NME2",8.21316586453976e-14,0.276648087641745,-1.54366882977812,0.309,0.727,9.70549810212663e-10,"0","NME2"
"UQCRFS1",8.32667781302034e-14,0.275485296944071,-1.25915991078066,0.373,0.751,9.83963517164614e-10,"0","UQCRFS1"
"RAB36",8.77295856079649e-14,0.305737074764559,-5.84160337434653,0.045,0.421,1.03670051312932e-09,"0","RAB36"
"DYL1",9.78628708288561e-14,0.726484720353642,1.17998063507256,0.855,0.765,1.15644554458459e-09,"0","DYL1"
"EFCAB1",1.04235678606721e-13,0.309023640207573,-4.82669481117511,0.027,0.406,1.23175301409562e-09,"0","EFCAB1"
"DYNLT1",1.10711933938212e-13,0.281318470113396,-1.87200113662394,0.264,0.655,1.30828292334786e-09,"0","DYNLT1"
"CACNA1D",1.1477640427978e-13,0.307245819719393,-7.19492721095794,0.045,0.416,1.35631276937416e-09,"0","CACNA1D"
"CCT2",1.19943536124358e-13,0.280616951758601,-1.6067865186142,0.245,0.681,1.41737276638153e-09,"0","CCT2"
"LDB3",1.19959879758099e-13,0.296021526042668,-3.00653680347822,0.1,0.499,1.41756589910145e-09,"0","LDB3"
"RSPH9",1.27715102209195e-13,0.303430713050163,-4.25791301808977,0.064,0.444,1.50920936280606e-09,"0","RSPH9"
"TCHP",1.37492027623913e-13,0.297395733230828,-1.98037197755698,0.091,0.493,1.62474329043178e-09,"0","TCHP"
"PTPRF",1.43695846086645e-13,0.70177782048818,2.32884822893051,0.655,0.355,1.69805381320588e-09,"0","PTPRF"
"MLF2",1.53391260755199e-13,0.278493177013262,-1.13345663277018,0.364,0.734,1.81262452834419e-09,"0","MLF2"
"GRAMD1C",1.59062824705631e-13,0.286892177589852,-2.68686389715223,0.218,0.594,1.87964539954644e-09,"0","GRAMD1C"
"RRAS2",1.59851316044608e-13,0.603363444166827,1.46223773025173,0.245,0.036,1.88896300169914e-09,"0","RRAS2"
"PEBP4",1.60051503207015e-13,0.595368056890256,2.80906942059246,0.218,0.027,1.89132861339729e-09,"0","PEBP4"
"SALL1",1.63279762646805e-13,0.723736305977321,1.95057515006316,0.836,0.725,1.9294769551973e-09,"0","SALL1"
"SFRP2",1.7796007651833e-13,0.650903325004805,2.11929872017861,0.418,0.125,2.1029542242171e-09,"0","SFRP2"
"EFNB1",1.87568264571785e-13,0.650759177397655,1.93511675346533,0.418,0.125,2.21649418244479e-09,"0","EFNB1"
"CCT6A",2.11168514067917e-13,0.281577935806266,-1.38596845810915,0.309,0.696,2.49537833074057e-09,"0","CCT6A"
"APBA1",2.35366878188574e-13,0.313357678262541,-5.79014430063399,0.027,0.395,2.78133039955438e-09,"0","APBA1"
"DNAJA1",2.37957978216196e-13,0.280251777820488,-1.73345233893859,0.382,0.729,2.81194942858079e-09,"0","DNAJA1"
"DOCK5",2.52542672186569e-13,0.606688448971747,3.38475792907514,0.255,0.042,2.98429675722869e-09,"0","DOCK5"
"NDUFV2",2.60982607348759e-13,0.286844128387469,-1.64718900289269,0.227,0.624,3.08403147104028e-09,"0","NDUFV2"
"PDE1C",2.6259753542762e-13,0.301326157985777,-1.63518585965005,0.082,0.48,3.10311507614819e-09,"0","PDE1C"
"ARSJ",2.70203088232543e-13,0.67416874879877,1.97397470274269,0.518,0.209,3.19298989364396e-09,"0","ARSJ"
"TSPAN15",2.83746002887474e-13,0.301153180857198,-2.03019673123572,0.091,0.482,3.35302651612128e-09,"0","TSPAN15"
"AFF3",2.91218716459433e-13,0.591908514318662,3.26241913590115,0.209,0.025,3.44133157240112e-09,"0","AFF3"
"FKBP4",3.00634781210492e-13,0.286450124927926,-1.67158609407186,0.227,0.641,3.55260120956438e-09,"0","FKBP4"
"HSP90AA1",3.30568425710915e-13,0.277301556794157,-0.690813570716323,0.973,0.992,3.90632708662588e-09,"0","HSP90AA1"
"ADGRG6",3.34752028471173e-13,0.718758408610417,1.25755450744963,0.855,0.632,3.95576472044385e-09,"0","ADGRG6"
"TEX2",3.35291575113041e-13,0.624899096674995,1.45736912671819,0.318,0.072,3.9621405431108e-09,"0","TEX2"
"MPP4",3.38809507020128e-13,0.589150490101864,3.88631866532219,0.2,0.023,4.00371194445685e-09,"0","MPP4"
"CFAP43",3.4002049815576e-13,0.304881798962137,-2.39679247997168,0.073,0.459,4.01802222670662e-09,"0","CFAP43"
"ROBO1",3.62792727148924e-13,0.718546992119931,2.15360308845858,0.782,0.653,4.28712165671884e-09,"0","ROBO1"
"CALB2",3.69536550019339e-13,0.299951950797617,-4.58114046877747,0.127,0.495,4.36681341157853e-09,"0","CALB2"
"KCNB2",3.78739458759998e-13,0.319565635210456,-5.88961969590465,0.009,0.37,4.4755641841669e-09,"0","KCNB2"
"CLCN2",4.15603086472764e-13,0.554545454545455,11.5285029486328,0.109,0,4.91118167284865e-09,"0","CLCN2"
"FAIM2",4.35667812803118e-13,0.296127234287911,-2.81630929679154,0.173,0.533,5.14828654389444e-09,"0","FAIM2"
"BIN1",4.47326091809966e-13,0.293398039592543,-1.6775801704471,0.173,0.569,5.28605242691837e-09,"0","BIN1"
"LOC101748311",4.5373590355547e-13,0.321208917931962,-8.90549195755337,0.009,0.364,5.36179717231498e-09,"0","LOC101748311"
"SDCBP",4.80316356017874e-13,0.288304824139919,-1.82813425925559,0.236,0.638,5.67589837906322e-09,"0","SDCBP"
"C20H20orf96",4.82518153957785e-13,0.318047280415145,-3.60416397303414,0.018,0.383,5.70191702531915e-09,"0","C20H20orf96"
"LOC112529956",5.06241636295631e-13,0.61906592350567,2.41249170090801,0.3,0.063,5.98225741610547e-09,"0","LOC112529956"
"LRRC6",5.11691285607245e-13,0.314501249279262,-3.96926497316874,0.036,0.404,6.04665592202081e-09,"0","LRRC6"
"CYB5B",5.27445091263187e-13,0.286786469344609,-1.78517142215402,0.291,0.664,6.23281864345708e-09,"0","CYB5B"
"RNF224",5.42112221654198e-13,0.314703055929272,-4.25933261584478,0.036,0.404,6.40614012328766e-09,"0","RNF224"
"LOC419390",6.56318283053531e-13,0.318460503555641,-9.28560627730785,0.027,0.385,7.75571315084357e-09,"0","LOC419390"
"NDUFV3",6.61534585029394e-13,0.291773976551989,-0.93652263869954,0.2,0.609,7.81735419129235e-09,"0","NDUFV3"
"EYS",7.11333832190834e-13,0.314770324812608,-4.7049175173066,0.045,0.408,8.40583189499908e-09,"0","EYS"
"LHFPL4",7.13604750573065e-13,0.31874879876994,-5.45114720365978,0.027,0.385,8.43266733752191e-09,"0","LHFPL4"
"NEURL1",7.44729736698944e-13,0.307255429559869,-1.99687073471221,0.073,0.463,8.80047129857142e-09,"0","NEURL1"
"ATP6V0D1",7.60424821120559e-13,0.294551220449741,-2.03372058152733,0.191,0.577,8.98594011118164e-09,"0","ATP6V0D1"
"MARCKS",7.68735998846125e-13,0.71376129156256,0.995693326562133,0.845,0.586,9.08415329836465e-09,"0","MARCKS"
"LOC100857975",7.69604137507146e-13,0.591447241975783,4.80564087116509,0.209,0.027,9.09441209292194e-09,"0","LOC100857975"
"LRGUK",8.8559421701565e-13,0.31355948491255,-4.22687560032601,0.055,0.421,1.04650668624739e-08,"0","LRGUK"
"DMD",8.96911599793457e-13,0.288929463770901,-1.38324747402425,0.327,0.655,1.05988043747593e-08,"0","DMD"
"ITGB1",9.71533342391039e-13,0.673755525658274,1.55072736939847,0.564,0.22,1.14806095070349e-08,"0","ITGB1"
"CACNB2",1.00207997684086e-12,0.311070536229099,-1.96651366665572,0.064,0.442,1.18415790863285e-08,"0","CACNB2"
"RANBP17",1.04207005147425e-12,0.597684028445128,3.74395031904707,0.227,0.036,1.23141417982712e-08,"0","RANBP17"
"PLS3",1.05036896489061e-12,0.295243128964059,-1.64507393848545,0.191,0.586,1.24122100581123e-08,"0","PLS3"
"ATP5A1Z",1.0512191376821e-12,0.284797232365943,-1.39383142540505,0.445,0.772,1.24222565499894e-08,"0","ATP5A1Z"
"IQCA1",1.08208518221673e-12,0.3276955602537,-11.78773175775,0,0.345,1.27870005982551e-08,"0","IQCA1"
"CFAP52",1.16091248578738e-12,0.319498366327119,-5.50579723143579,0.036,0.389,1.37185028445495e-08,"0","CFAP52"
"MGAT5",1.24803799221978e-12,0.312646550067269,-2.77627877296781,0.064,0.436,1.47480649540612e-08,"0","MGAT5"
"MYT1",1.25279491437092e-12,0.32568710359408,-6.80839513395906,0.009,0.357,1.48042775031211e-08,"0","MYT1"
"TUBB2B",1.36537250616038e-12,0.716509705938881,0.876383135853732,0.927,0.852,1.61346069052972e-08,"0","TUBB2B"
"AMPH",1.4262712543884e-12,0.323082836824909,-8.7340794159826,0.027,0.372,1.68542474131078e-08,"0","AMPH"
"DGCR6L",1.48670855597065e-12,0.297943494137997,-2.07653367860251,0.173,0.571,1.75684350059052e-08,"0","DGCR6L"
"GM2A",1.49077638394624e-12,0.69288871804728,1.58491301624908,0.636,0.357,1.76165045290927e-08,"0","GM2A"
"H2AFZ",1.49939668563743e-12,0.287170862963675,-1.57765796404193,0.427,0.74,1.77183706341776e-08,"0","H2AFZ"
"SNAP91",1.62954372014966e-12,0.309926965212377,-3.46829226487824,0.1,0.459,1.92563181410085e-08,"0","SNAP91"
"SYNE2",1.63344501408547e-12,0.28947722467807,-2.30457157182147,0.327,0.702,1.9302419731448e-08,"0","SYNE2"
"DGKI",1.63364151368396e-12,0.329809725158562,-12.1123334245923,0,0.34,1.93047417672033e-08,"0","DGKI"
"LOC112530673",1.63399202124883e-12,0.329809725158562,-12.1366037033934,0,0.34,1.93088837150974e-08,"0","LOC112530673"
"HEY1",1.63917109482809e-12,0.638900634249471,1.92273633593438,0.382,0.112,1.93700848275835e-08,"0","HEY1"
"FAT1",1.77390197079745e-12,0.643926580818758,2.29896917619572,0.4,0.127,2.09621995889134e-08,"0","FAT1"
"HMP19",1.78421048575809e-12,0.327935806265616,-7.34659014912163,0.009,0.351,2.10840153102034e-08,"0","HMP19"
"RPL19",1.82867960000635e-12,0.284816452046896,-0.747941732711352,0.645,0.901,2.1609506833275e-08,"0","RPL19"
"CCDC107",1.84543963751793e-12,0.298058812223717,-2.3909095176989,0.218,0.571,2.18075601965493e-08,"0","CCDC107"
"TFPI",1.86142136707712e-12,0.328079953872766,-8.13061379375816,0.009,0.351,2.19964162947503e-08,"0","TFPI"
"CLTB",1.93978583601645e-12,0.290428598885259,-1.89983237020375,0.355,0.689,2.29224492242064e-08,"0","CLTB"
"LIAS",2.088226530551e-12,0.310618873726696,-2.42612344141051,0.082,0.465,2.46765729115211e-08,"0","LIAS"
"NARS",2.13756520622754e-12,0.302988660388238,-2.06452118051605,0.136,0.533,2.52596080419908e-08,"0","NARS"
"ITGB1BP3",2.50651079362477e-12,0.287920430520853,-1.23253653124367,0.455,0.795,2.96194380482639e-08,"0","ITGB1BP3"
"COL9A3",2.70414820425694e-12,0.595867768595041,2.7246081398261,0.227,0.036,3.19549193297042e-08,"0","COL9A3"
"CFAP126",2.79238597351753e-12,0.325100903325005,-4.63252646657623,0.027,0.374,3.29976250490566e-08,"0","CFAP126"
"AP3S2",2.85950303193541e-12,0.306332884874111,-2.71590581967361,0.145,0.505,3.37907473283808e-08,"0","AP3S2"
"DNAJA4",2.89202165792232e-12,0.292494714587738,-1.75308021507044,0.355,0.679,3.41750199316681e-08,"0","DNAJA4"
"ITGB5",3.1278827620008e-12,0.626859504132231,2.64200608014154,0.336,0.089,3.69621905985634e-08,"0","ITGB5"
"SH3BGRL3",3.13206996492791e-12,0.304660772631174,-2.22805676077804,0.164,0.524,3.70116707755531e-08,"0","SH3BGRL3"
"SERPINE2",3.16305047112828e-12,0.685191235825485,1.18775789555551,0.655,0.309,3.73777674173228e-08,"0","SERPINE2"
"SDR42E2",3.17385333843833e-12,0.33096290601576,-9.02427637888997,0.009,0.345,3.75054249003258e-08,"0","SDR42E2"
"RTFDC1",3.2020995039122e-12,0.291764366711513,-1.49561517802982,0.364,0.708,3.78392098377305e-08,"0","RTFDC1"
"HEG1",3.20762919989541e-12,0.654372477416875,2.20420348411802,0.464,0.163,3.79045542551641e-08,"0","HEG1"
"PSMA1",3.26526360758601e-12,0.294234095714011,-1.33248660157082,0.282,0.666,3.85856200508439e-08,"0","PSMA1"
"UST",3.28212049221452e-12,0.656563521045551,2.00487111816565,0.464,0.173,3.87848178564989e-08,"0","UST"
"ATP5J",3.31320060892637e-12,0.289400345954257,-1.20541869239108,0.436,0.784,3.91520915956829e-08,"0","ATP5J"
"MYCBP",3.3205490035765e-12,0.29157216990198,-1.35799276906117,0.318,0.729,3.92389275752634e-08,"0","MYCBP"
"CLRN2",3.43900530222191e-12,0.325197001729771,-3.46985631887144,0.027,0.378,4.06387256563563e-08,"0","CLRN2"
"LOC101748060",3.60929936642733e-12,0.58635402652316,1.33122206217556,0.2,0.025,4.26510906130717e-08,"0","LOC101748060"
"RPL4",3.65192683574831e-12,0.28798769940419,-0.829351053427675,0.627,0.873,4.31548194180377e-08,"0","RPL4"
"OSBPL8",3.67446279505101e-12,0.318191428022295,-3.3016556998611,0.064,0.423,4.34211268491177e-08,"0","OSBPL8"
"RPL9",4.08257899986714e-12,0.288256774937536,-1.00475836508666,0.673,0.894,4.824383604143e-08,"0","RPL9"
"SLC4A4",4.08504965082074e-12,0.702556217566788,2.29077604937682,0.764,0.507,4.82730317237487e-08,"0","SLC4A4"
"QSER1",4.11864384092281e-12,0.697981933499904,2.45311635879182,0.673,0.455,4.86700142681849e-08,"0","QSER1"
"DPYSL2",4.46872277623037e-12,0.294234095714011,-1.42063023370292,0.291,0.696,5.28068970467143e-08,"0","DPYSL2"
"ZNF385B",4.53435261060195e-12,0.303786277147799,-2.16983148016115,0.182,0.55,5.35824447994832e-08,"0","ZNF385B"
"NRXN3",4.61663409475572e-12,0.31574091870075,-2.83320050985349,0.082,0.446,5.45547650977284e-08,"0","NRXN3"
"EIF3E",4.67607737192364e-12,0.312118008841053,-3.16449724623351,0.118,0.471,5.52572063040217e-08,"0","EIF3E"
"CCDC126",4.6923217787456e-12,0.6809052469729,1.8461808525488,0.618,0.294,5.54491664594368e-08,"0","CCDC126"
"PRR15",4.78617199415768e-12,0.657101672112243,1.14281080762937,0.491,0.175,5.65581944549614e-08,"0","PRR15"
"TMEM199",5.05662082178136e-12,0.295002882952143,-1.14250717969456,0.3,0.687,5.97540882509903e-08,"0","TMEM199"
"THAP4",5.54884479815611e-12,0.315721699019796,-1.94525431389545,0.082,0.452,6.55706989798107e-08,"0","THAP4"
"TMEM68L",5.69899892445353e-12,0.333682490870652,-6.88849907886703,0.009,0.34,6.73450702902674e-08,"0","TMEM68L"
"PRDX1",5.97435134103661e-12,0.290399769363829,-1.10932120414412,0.591,0.85,7.05989097970296e-08,"0","PRDX1"
"UQCRC2",6.19933513653918e-12,0.299384970209495,-1.61113662441206,0.245,0.624,7.32575433084835e-08,"0","UQCRC2"
"PCLO",6.25564629952533e-12,0.327955025946569,-2.5038126031305,0.027,0.374,7.39229723214908e-08,"0","PCLO"
"GRXCR1",6.40706993646074e-12,0.328675763982318,-4.0711557712599,0.027,0.37,7.57123454391565e-08,"0","GRXCR1"
"LOC112531968",6.41976322300668e-12,0.311474149529118,-1.52227946210526,0.109,0.493,7.586234200627e-08,"0","LOC112531968"
"PLAT",7.10221424193139e-12,0.650960984047665,1.95000459458036,0.455,0.161,8.39268656969032e-08,"0","PLAT"
"ANXA5",7.70404205733415e-12,0.296463578704594,-1.68686412403063,0.345,0.685,9.10386649915177e-08,"0","ANXA5"
"DPY30",7.86361191151106e-12,0.308149144724198,-2.50201240406377,0.164,0.526,9.29243019583261e-08,"0","DPY30"
"SLC22A23",8.21161077821725e-12,0.694877955025947,1.86963840338464,0.682,0.448,9.70366045661933e-08,"0","SLC22A23"
"LOC107052650",8.55870644204133e-12,0.302277532192966,-1.30027283773506,0.218,0.603,1.01138234025602e-07,"0","LOC107052650"
"GPAT3",8.6007637547976e-12,0.306063809340765,-2.2156596851198,0.191,0.552,1.01635225290443e-07,"0","GPAT3"
"SLC22A7",8.63869834360559e-12,0.588247165097059,2.02627811102874,0.209,0.03,1.02083498326387e-07,"0","SLC22A7"
"PDIA4",8.86184452073908e-12,0.708072266000384,1.20748052206044,0.918,0.795,1.04720416701574e-07,"0","PDIA4"
